query_id	entity_id	entity_type	genre	web_search?	wiki_text?	unknown?
EDL14_ENG_TRAINING_4866	E0151231	PER	DF	N	N	N
EDL14_ENG_TRAINING_4867	NIL0011	PER	DF	N	N	N
EDL14_ENG_TRAINING_4868	NIL0989	ORG	WB	N	N	N
EDL14_ENG_TRAINING_4869	E0484023	PER	WB	N	Y	N
EDL14_ENG_TRAINING_4870	E0543242	PER	DF	N	Y	N
EDL14_ENG_TRAINING_4871	NIL0034	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_4872	E0566375	PER	DF	N	N	N
EDL14_ENG_TRAINING_4873	E0308258	PER	NW	N	N	N
EDL14_ENG_TRAINING_4874	NIL0420	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4875	E0264831	PER	NW	N	N	N
EDL14_ENG_TRAINING_4876	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_4877	NIL0990	PER	NW	Y	N	N
EDL14_ENG_TRAINING_4878	E0620294	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4879	NIL0991	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_4880	E0607903	PER	DF	N	Y	N
EDL14_ENG_TRAINING_4881	NIL0992	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4882	E0811943	PER	WB	N	Y	N
EDL14_ENG_TRAINING_4883	E0576592	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_4884	E0596839	PER	DF	N	N	N
EDL14_ENG_TRAINING_4885	NIL0993	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_4886	NIL0017	ORG	DF	N	N	N
EDL14_ENG_TRAINING_4887	NIL0994	ORG	DF	N	N	N
EDL14_ENG_TRAINING_4888	E0739132	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4889	E0533056	PER	WB	N	N	N
EDL14_ENG_TRAINING_4890	E0253605	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4891	NIL0606	ORG	NW	N	N	N
EDL14_ENG_TRAINING_4892	NIL0668	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4893	NIL0366	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_4894	E0418540	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_4895	E0643253	PER	DF	N	Y	N
EDL14_ENG_TRAINING_4896	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_4897	E0173174	PER	DF	N	Y	N
EDL14_ENG_TRAINING_4898	E0620294	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4899	NIL0995	PER	NW	N	N	N
EDL14_ENG_TRAINING_4900	NIL0843	PER	NW	N	N	N
EDL14_ENG_TRAINING_4901	E0177088	PER	NW	N	N	N
EDL14_ENG_TRAINING_4902	E0618831	ORG	NW	N	N	N
EDL14_ENG_TRAINING_4903	E0551420	PER	DF	Y	N	N
EDL14_ENG_TRAINING_4904	E0057747	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_4905	NIL0434	PER	NW	N	N	N
EDL14_ENG_TRAINING_4906	NIL0385	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_4907	NIL0054	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4908	E0257933	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_4909	NIL0151	PER	NW	Y	N	N
EDL14_ENG_TRAINING_4910	NIL0996	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4911	E0807166	PER	NW	N	N	N
EDL14_ENG_TRAINING_4912	E0312888	PER	NW	N	N	N
EDL14_ENG_TRAINING_4913	E0044770	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4914	NIL0997	PER	WB	Y	Y	N
EDL14_ENG_TRAINING_4915	E0146319	GPE	WB	N	N	N
EDL14_ENG_TRAINING_4916	NIL0936	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4917	NIL0998	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4918	E0031352	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_4919	E0774335	PER	NW	Y	N	N
EDL14_ENG_TRAINING_4920	NIL0189	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4921	NIL0081	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4922	E0767323	ORG	NW	N	N	N
EDL14_ENG_TRAINING_4923	E0502921	ORG	NW	N	N	N
EDL14_ENG_TRAINING_4924	NIL0231	PER	DF	N	N	N
EDL14_ENG_TRAINING_4925	E0349508	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4926	E0570810	PER	NW	N	N	N
EDL14_ENG_TRAINING_4927	E0756834	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_4928	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_4929	NIL0999	ORG	WB	N	N	N
EDL14_ENG_TRAINING_4930	NIL1000	PER	NW	N	N	N
EDL14_ENG_TRAINING_4931	E0083620	PER	NW	N	Y	N
EDL14_ENG_TRAINING_4932	NIL0471	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4933	E0422553	PER	WB	N	Y	N
EDL14_ENG_TRAINING_4934	NIL0385	GPE	WB	Y	Y	N
EDL14_ENG_TRAINING_4935	NIL0220	PER	WB	N	N	N
EDL14_ENG_TRAINING_4936	NIL0189	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4937	NIL0157	PER	NW	N	N	N
EDL14_ENG_TRAINING_4938	NIL0121	ORG	WB	Y	Y	N
EDL14_ENG_TRAINING_4939	NIL0537	PER	NW	N	Y	N
EDL14_ENG_TRAINING_4940	E0506364	ORG	DF	N	N	N
EDL14_ENG_TRAINING_4941	NIL0070	GPE	NW	Y	Y	N
EDL14_ENG_TRAINING_4942	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4943	NIL1001	PER	DF	N	N	N
EDL14_ENG_TRAINING_4944	NIL0282	PER	NW	N	N	N
EDL14_ENG_TRAINING_4945	NIL0134	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_4946	E0803484	GPE	NW	Y	Y	N
EDL14_ENG_TRAINING_4947	E0811943	PER	DF	N	N	N
EDL14_ENG_TRAINING_4948	E0595006	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_4949	E0525761	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4950	E0080696	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_4951	NIL0883	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4952	E0270051	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_4953	NIL0028	PER	WB	N	Y	N
EDL14_ENG_TRAINING_4954	E0769300	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4955	E0594272	GPE	WB	N	N	N
EDL14_ENG_TRAINING_4956	E0731517	ORG	DF	N	N	N
EDL14_ENG_TRAINING_4957	E0332764	GPE	WB	N	N	N
EDL14_ENG_TRAINING_4958	E0314883	PER	DF	N	N	N
EDL14_ENG_TRAINING_4959	NIL0304	ORG	NW	N	N	N
EDL14_ENG_TRAINING_4960	E0506233	PER	DF	N	N	N
EDL14_ENG_TRAINING_4961	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4962	NIL0520	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4963	E0585369	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_4964	E0739132	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4965	NIL1002	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_4966	NIL0183	PER	NW	N	Y	N
EDL14_ENG_TRAINING_4967	NIL1003	PER	DF	N	Y	N
EDL14_ENG_TRAINING_4968	E0071715	PER	DF	N	Y	N
EDL14_ENG_TRAINING_4969	NIL0008	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4970	E0355880	PER	NW	N	N	N
EDL14_ENG_TRAINING_4971	NIL1004	PER	WB	N	N	Y
EDL14_ENG_TRAINING_4972	E0112363	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4973	NIL1005	ORG	NW	N	N	N
EDL14_ENG_TRAINING_4974	E0471856	GPE	DF	N	N	N
EDL14_ENG_TRAINING_4975	NIL0237	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4976	NIL1006	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4977	E0636173	PER	NW	N	N	N
EDL14_ENG_TRAINING_4978	NIL0856	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4979	E0673722	PER	DF	N	N	N
EDL14_ENG_TRAINING_4980	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_4981	NIL0464	PER	NW	N	Y	N
EDL14_ENG_TRAINING_4982	E0735390	ORG	WB	Y	N	N
EDL14_ENG_TRAINING_4983	NIL1007	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_4984	E0100183	PER	WB	N	N	N
EDL14_ENG_TRAINING_4985	NIL1008	ORG	NW	N	Y	Y
EDL14_ENG_TRAINING_4986	NIL0581	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4987	NIL0717	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4988	NIL1009	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4989	NIL0131	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4990	E0605604	GPE	WB	N	N	N
EDL14_ENG_TRAINING_4991	NIL0444	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_4992	NIL0593	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_4993	E0679687	GPE	WB	N	N	N
EDL14_ENG_TRAINING_4994	NIL0803	PER	DF	N	N	Y
EDL14_ENG_TRAINING_4995	NIL0102	PER	NW	N	N	N
EDL14_ENG_TRAINING_4996	E0370549	PER	NW	N	N	N
EDL14_ENG_TRAINING_4997	NIL0425	PER	NW	Y	N	N
EDL14_ENG_TRAINING_4998	E0528308	GPE	NW	N	N	N
EDL14_ENG_TRAINING_4999	NIL1010	PER	NW	Y	N	N
EDL14_ENG_TRAINING_5000	E0008721	GPE	DF	N	N	N
EDL14_ENG_TRAINING_5001	E0527851	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_5002	E0421523	PER	DF	N	N	N
EDL14_ENG_TRAINING_5003	E0082922	PER	WB	N	Y	N
EDL14_ENG_TRAINING_5004	E0801041	GPE	WB	N	N	N
EDL14_ENG_TRAINING_5005	NIL1011	PER	WB	N	N	Y
EDL14_ENG_TRAINING_5006	NIL1012	PER	NW	Y	N	N
EDL14_ENG_TRAINING_5007	E0145816	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5008	E0371991	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_5009	E0735390	ORG	WB	Y	N	N
EDL14_ENG_TRAINING_5010	NIL0291	GPE	DF	N	N	N
EDL14_ENG_TRAINING_5011	NIL0162	PER	NW	N	N	N
EDL14_ENG_TRAINING_5012	NIL1013	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5013	E0419409	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5014	E0158922	ORG	WB	Y	N	N
EDL14_ENG_TRAINING_5015	E0275244	ORG	WB	N	N	N
EDL14_ENG_TRAINING_5016	E0697680	ORG	DF	N	N	N
EDL14_ENG_TRAINING_5017	NIL0090	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5018	NIL0415	PER	DF	N	N	N
EDL14_ENG_TRAINING_5019	NIL0672	PER	WB	N	Y	N
EDL14_ENG_TRAINING_5020	NIL1014	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5021	NIL0574	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5022	E0763922	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5023	E0530900	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_5024	NIL0611	PER	WB	N	N	N
EDL14_ENG_TRAINING_5025	NIL0801	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_5026	E0145816	GPE	NW	Y	N	N
EDL14_ENG_TRAINING_5027	E0577508	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5028	NIL0571	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5029	E0227456	ORG	WB	N	N	N
EDL14_ENG_TRAINING_5030	NIL1015	PER	NW	Y	N	N
EDL14_ENG_TRAINING_5031	NIL0829	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5032	E0682398	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5033	NIL0742	ORG	WB	N	N	N
EDL14_ENG_TRAINING_5034	NIL1016	PER	DF	N	N	N
EDL14_ENG_TRAINING_5035	NIL1017	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5036	NIL0391	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5037	NIL0561	GPE	NW	Y	Y	N
EDL14_ENG_TRAINING_5038	E0486971	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5039	NIL0117	ORG	WB	Y	Y	Y
EDL14_ENG_TRAINING_5040	E0643782	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_5041	E0794746	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_5042	E0201977	PER	DF	N	N	N
EDL14_ENG_TRAINING_5043	NIL1018	PER	WB	Y	Y	N
EDL14_ENG_TRAINING_5044	NIL0121	ORG	WB	Y	Y	N
EDL14_ENG_TRAINING_5045	E0777095	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5046	E0784459	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5047	E0599374	PER	NW	N	N	N
EDL14_ENG_TRAINING_5048	E0607903	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5049	E0080520	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5050	NIL0291	GPE	DF	N	N	N
EDL14_ENG_TRAINING_5051	E0088207	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5052	NIL0326	PER	WB	N	Y	N
EDL14_ENG_TRAINING_5053	E0308710	PER	NW	N	N	N
EDL14_ENG_TRAINING_5054	E0793261	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5055	E0442712	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_5056	NIL0323	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_5057	NIL0069	PER	DF	N	N	N
EDL14_ENG_TRAINING_5058	NIL1007	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_5059	E0548692	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5060	E0253605	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5061	E0508541	PER	NW	N	N	N
EDL14_ENG_TRAINING_5062	NIL1019	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5063	NIL0968	PER	WB	N	N	Y
EDL14_ENG_TRAINING_5064	E0076733	PER	NW	N	N	N
EDL14_ENG_TRAINING_5065	E0745875	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5066	E0500494	PER	DF	N	N	N
EDL14_ENG_TRAINING_5067	E0437985	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5068	NIL0657	PER	NW	N	N	N
EDL14_ENG_TRAINING_5069	NIL0047	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_5070	E0682719	PER	NW	N	N	N
EDL14_ENG_TRAINING_5071	NIL0343	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5072	NIL0137	PER	WB	N	N	N
EDL14_ENG_TRAINING_5073	E0504208	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5074	E0006404	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5075	E0409686	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5076	NIL1020	PER	NW	N	N	N
EDL14_ENG_TRAINING_5077	E0226785	PER	NW	N	N	N
EDL14_ENG_TRAINING_5078	E0595046	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5079	NIL0216	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_5080	NIL0691	PER	NW	N	N	N
EDL14_ENG_TRAINING_5081	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5082	NIL0017	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_5083	NIL0222	PER	WB	Y	N	N
EDL14_ENG_TRAINING_5084	E0817917	PER	NW	N	N	N
EDL14_ENG_TRAINING_5085	NIL0043	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5086	NIL0215	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_5087	E0079760	PER	NW	N	N	N
EDL14_ENG_TRAINING_5088	E0715700	PER	NW	N	N	N
EDL14_ENG_TRAINING_5089	E0496842	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_5090	E0392836	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5091	E0418540	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5092	E0287282	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5093	E0226785	PER	WB	N	N	N
EDL14_ENG_TRAINING_5094	NIL0011	PER	DF	N	N	N
EDL14_ENG_TRAINING_5095	E0078394	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_5096	NIL0003	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_5097	NIL0117	ORG	WB	Y	Y	Y
EDL14_ENG_TRAINING_5098	E0802223	PER	WB	N	N	N
EDL14_ENG_TRAINING_5099	E0732636	PER	NW	N	N	N
EDL14_ENG_TRAINING_5100	E0433287	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5101	NIL0153	ORG	DF	Y	Y	N
EDL14_ENG_TRAINING_5102	E0629224	PER	DF	N	N	N
EDL14_ENG_TRAINING_5103	E0135610	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5104	E0525761	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5105	NIL0013	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5106	NIL0167	PER	WB	Y	Y	N
EDL14_ENG_TRAINING_5107	NIL0168	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_5108	E0605604	GPE	WB	N	N	N
EDL14_ENG_TRAINING_5109	E0441696	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5110	NIL0183	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5111	E0595046	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5112	E0422005	ORG	DF	N	N	N
EDL14_ENG_TRAINING_5113	NIL0354	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_5114	E0212023	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5115	NIL1021	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5116	E0451882	PER	DF	N	N	N
EDL14_ENG_TRAINING_5117	NIL0239	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5118	E0357690	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5119	E0211468	PER	NW	N	N	N
EDL14_ENG_TRAINING_5120	E0712915	PER	NW	N	N	N
EDL14_ENG_TRAINING_5121	E0653526	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5122	NIL0609	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_5123	NIL1022	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5124	E0654355	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5125	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5126	E0342096	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5127	NIL0494	ORG	NW	Y	Y	N
EDL14_ENG_TRAINING_5128	E0386295	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5129	E0482116	PER	WB	N	N	N
EDL14_ENG_TRAINING_5130	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5131	E0178501	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_5132	E0739720	GPE	WB	N	N	N
EDL14_ENG_TRAINING_5133	NIL1023	PER	WB	N	N	N
EDL14_ENG_TRAINING_5134	E0103833	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5135	E0443315	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_5136	NIL0161	PER	NW	Y	N	N
EDL14_ENG_TRAINING_5137	E0149263	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_5138	NIL0677	PER	NW	N	N	N
EDL14_ENG_TRAINING_5139	NIL0291	GPE	DF	N	N	N
EDL14_ENG_TRAINING_5140	E0570810	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5141	E0718219	ORG	WB	N	N	N
EDL14_ENG_TRAINING_5142	E0099020	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5143	NIL1024	PER	WB	N	N	N
EDL14_ENG_TRAINING_5144	E0083620	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5145	NIL0712	PER	WB	N	N	Y
EDL14_ENG_TRAINING_5146	NIL1025	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_5147	E0143563	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5148	NIL0051	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_5149	E0228303	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5150	NIL1026	ORG	WB	Y	N	N
EDL14_ENG_TRAINING_5151	E0218694	PER	WB	N	N	N
EDL14_ENG_TRAINING_5152	NIL0281	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5153	NIL0042	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5154	E0308752	ORG	DF	N	N	N
EDL14_ENG_TRAINING_5155	E0353230	GPE	WB	N	Y	N
EDL14_ENG_TRAINING_5156	E0141366	PER	NW	N	N	N
EDL14_ENG_TRAINING_5157	NIL0210	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_5158	E0566375	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5159	E0273299	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5160	NIL1027	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5161	NIL0042	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5162	E0243690	GPE	WB	N	N	N
EDL14_ENG_TRAINING_5163	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5164	NIL0723	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5165	NIL0246	PER	DF	N	N	N
EDL14_ENG_TRAINING_5166	NIL1028	PER	WB	N	N	N
EDL14_ENG_TRAINING_5167	NIL0137	PER	WB	N	N	N
EDL14_ENG_TRAINING_5168	E0621189	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5169	NIL0110	PER	NW	N	N	N
EDL14_ENG_TRAINING_5170	NIL0097	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5171	NIL0146	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_5172	NIL0018	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5173	E0440272	GPE	NW	Y	Y	N
EDL14_ENG_TRAINING_5174	E0047186	PER	DF	N	N	N
EDL14_ENG_TRAINING_5175	E0801718	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5176	NIL1029	PER	WB	N	N	Y
EDL14_ENG_TRAINING_5177	E0682398	PER	DF	Y	N	N
EDL14_ENG_TRAINING_5178	NIL1030	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5179	E0679734	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_5180	NIL0301	PER	WB	N	N	Y
EDL14_ENG_TRAINING_5181	E0739132	GPE	DF	N	Y	N
EDL14_ENG_TRAINING_5182	E0620294	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5183	E0721872	ORG	DF	N	N	N
EDL14_ENG_TRAINING_5184	E0527055	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5185	E0481877	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5186	NIL1031	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5187	NIL0600	PER	NW	Y	N	N
EDL14_ENG_TRAINING_5188	E0168760	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5189	NIL0451	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5190	NIL1017	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5191	E0218694	PER	WB	N	N	N
EDL14_ENG_TRAINING_5192	E0528308	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5193	E0141366	PER	NW	N	N	N
EDL14_ENG_TRAINING_5194	E0457056	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5195	E0530900	GPE	WB	N	N	N
EDL14_ENG_TRAINING_5196	E0384127	ORG	NW	N	Y	N
EDL14_ENG_TRAINING_5197	NIL0951	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5198	NIL0803	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5199	E0679687	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5200	NIL0202	ORG	DF	N	N	N
EDL14_ENG_TRAINING_5201	NIL1032	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5202	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5203	NIL0688	GPE	NW	Y	Y	N
EDL14_ENG_TRAINING_5204	NIL0008	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5205	E0315026	PER	NW	N	N	N
EDL14_ENG_TRAINING_5206	E0348701	PER	DF	Y	N	N
EDL14_ENG_TRAINING_5207	NIL0137	PER	WB	N	N	N
EDL14_ENG_TRAINING_5208	NIL0121	ORG	WB	Y	Y	N
EDL14_ENG_TRAINING_5209	NIL0605	PER	NW	N	N	N
EDL14_ENG_TRAINING_5210	E0528308	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5211	E0382887	GPE	DF	N	N	N
EDL14_ENG_TRAINING_5212	NIL0414	PER	NW	Y	N	N
EDL14_ENG_TRAINING_5213	NIL0747	PER	DF	N	N	N
EDL14_ENG_TRAINING_5214	E0040125	PER	DF	Y	Y	N
EDL14_ENG_TRAINING_5215	NIL0176	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_5216	NIL1033	PER	NW	Y	Y	N
EDL14_ENG_TRAINING_5217	E0576592	ORG	WB	N	Y	N
EDL14_ENG_TRAINING_5218	NIL1034	GPE	NW	Y	Y	N
EDL14_ENG_TRAINING_5219	NIL1035	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5220	E0679687	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5221	NIL1036	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5222	E0375368	PER	DF	N	N	N
EDL14_ENG_TRAINING_5223	E0748134	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_5224	NIL1037	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5225	E0679687	GPE	DF	N	N	N
EDL14_ENG_TRAINING_5226	NIL0372	PER	WB	N	N	Y
EDL14_ENG_TRAINING_5227	E0661270	PER	DF	N	N	N
EDL14_ENG_TRAINING_5228	E0177088	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5229	NIL0373	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5230	E0145816	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5231	NIL0204	PER	WB	N	N	N
EDL14_ENG_TRAINING_5232	E0129515	PER	DF	N	N	N
EDL14_ENG_TRAINING_5233	E0100324	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5234	E0557250	PER	DF	N	N	N
EDL14_ENG_TRAINING_5235	NIL0417	PER	NW	N	Y	N
EDL14_ENG_TRAINING_5236	NIL1038	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5237	NIL0839	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_5238	E0763922	GPE	NW	N	N	N
EDL14_ENG_TRAINING_5239	NIL0290	PER	DF	N	N	Y
EDL14_ENG_TRAINING_5240	NIL0458	ORG	DF	N	Y	N
EDL14_ENG_TRAINING_5241	E0607903	PER	DF	N	Y	N
EDL14_ENG_TRAINING_5242	E0344636	ORG	NW	N	N	N
EDL14_ENG_TRAINING_5243	E0566375	PER	NW	N	N	N
EDL14_ENG_TRAINING_5244	E0085263	PER	DF	N	N	N
EDL14_ENG_TRAINING_5245	NIL1039	GPE	NW	N	Y	N
EDL14_ENG_TRAINING_5246	NIL0011	PER	DF	N	N	N
EDL14_ENG_TRAINING_5247	NIL1040	PER	DF	N	N	Y
